시도,소방서,안전센터,지역대,수량
전북,무주소방서,무주119안전센터,안성지역대,1
전북,무주소방서,구천동119안전센터,설천지역대,1
전북,장수소방서,장수119안전센터,번암지역대,1
전북,장수소방서,장수119안전센터,산서지역대,1
전북,임실소방서,임실119안전센터,관촌지역대,1
전북,임실소방서,임실119안전센터,오수지역대,1
전북,임실소방서,임실119안전센터,신덕지역대,1
전북,임실소방서,임실119안전센터,강진지역대,1
전북,순창소방서,순창119안전센터,쌍치지역대,1
전북,순창소방서,순창119안전센터,복흥지역대,1
전북,순창소방서,순창119안전센터,동계지역대,1
전북,순창소방서,순창119안전센터,구림지역대,1
전북,고창소방서,무장119안전센터,해리지역대,1
전북,부안소방서,부안119안전센터,계화지역대,1
전북,부안소방서,부안119안전센터,줄포지역대,1
전북,부안소방서,격포119안전센터,변산지역대,1
전북,부안소방서,격포119안전센터,진서지역대,1
전남,여수소방서,학동119안전센터,화양지역대,1
전남,여수소방서,돌산119안전센터,군내지역대,1
전남,여수소방서,돌산119안전센터,삼산지역대,1
전남,여수소방서,돌산119안전센터,남면지역대,1
전남,순천소방서,저전119안전센터,낙안지역대,1
전남,순천소방서,승주119안전센터,주암지역대,1
전남,순천소방서,승주119안전센터,황전지역대,1
전남,순천소방서,승주119안전센터,송광지역대,1
전남,나주소방서,경현119안전센터,문평지역대,1
전남,나주소방서,경현119안전센터,노안지역대,1
전남,나주소방서,이창119안전센터,동강지역대,1
전남,나주소방서,이창119안전센터,공산지역대,1
전남,나주소방서,남평119안전센터,봉황지역대,1
전남,광양소방서,광양119안전센터,옥룡지역대,1
전남,광양소방서,광영119안전센터,진상지역대,1
전남,담양소방서,담양119안전센터,대전지역대,1
전남,곡성소방서,곡성119안전센터,석곡지역대,1
전남,구례소방서,구례119안전센터,산동지역대,1
전남,고흥소방서,고흥119안전센터,도화지역대,1
전남,고흥소방서,도양119안전센터,금산지역대,1
전남,보성소방서,벌교119안전센터,홍교지역대,1
전남,보성소방서,보성119안전센터,복내지역대,1
전남,보성소방서,보성119안전센터,회천지역대,1
전남,화순소방서,동복119안전센터,백아지역대,1
전남,장흥소방서,장흥119안전센터,장평지역대,1
전남,장흥소방서,장흥119안전센터,유치지역대,1
전남,장흥소방서,정남진119안전센터,대덕지역대,1
전남,장흥소방서,정남진119안전센터,회진지역대,1
전남,강진소방서,강진119안전센터,칠량지역대,1
전남,강진소방서,강진119안전센터,마량지역대,1
전남,강진소방서,강진119안전센터,도암지역대,1
전남,강진소방서,성전119안전센터,작천지역대,1
전남,강진소방서,성전119안전센터,병영지역대,1
전남,해남소방서,해남119안전센터,황산지역대,1
전남,해남소방서,해남119안전센터,산이지역대,1
전남,해남소방서,해남119안전센터,문내지역대,1
전남,해남소방서,해남119안전센터,화원지역대,1
전남,해남소방서,땅끝119안전센터,현산지역대,1
전남,해남소방서,땅끝119안전센터,북평지역대,1
전남,영암소방서,삼호119안전센터,학산지역대,1
전남,영암소방서,신북119안전센터,금정지역대,1
전남,영암소방서,신북119안전센터,시종지역대,1
전남,무안소방서,일로119안전센터,몽탄지역대,1
전남,무안소방서,청계119안전센터,운남지역대,1
전남,함평소방서,함평119안전센터,손불지역대,1
전남,함평소방서,함평119안전센터,학교지역대,1
전남,영광소방서,영광119안전센터,백수지역대,1
전남,영광소방서,영광119안전센터,염산지역대,1
전남,영광소방서,영광119안전센터,대마지역대,1
전남,영광소방서,홍농119안전센터,법성지역대,1
전남,장성소방서,장성119안전센터,북이지역대,1
전남,장성소방서,삼계119안전센터,동화지역대,1
전남,완도소방서,완도119안전센터,노화지역대,1
전남,완도소방서,완도119안전센터,청산지역대,1
전남,완도소방서,완도119안전센터,소안지역대,1
전남,완도소방서,고금119안전센터,금일지역대,1
전남,완도소방서,고금119안전센터,금당지역대,1
전남,진도소방서,진도119안전센터,고군지역대,1
전남,진도소방서,진도119안전센터,의신지역대,1
전남,진도소방서,임회119안전센터,조도지역대,1
전남,신안소방서,신안119안전센터,흑산지역대,1
전남,신안소방서,신안119안전센터,비금지역대,1
전남,신안소방서,신안119안전센터,하의지역대,1
전남,신안소방서,신안119안전센터,압해지역대,1
전남,신안소방서,신안119안전센터,안좌지역대,1
전남,신안소방서,지도119안전센터,임자지역대,1
경북,포항남부소방서,오천119안전센터,장기지역대,1
경북,포항남부소방서,울릉119안전센터,북면지역대,1
경북,경주소방서,감포119안전센터,양남지역대,1
경북,경주소방서,감포119안전센터,문무대왕지역대,1
경북,경주소방서,건천119안전센터,서면지역대,1
경북,경주소방서,황오119안전센터,내남지역대,1
경북,안동소방서,법흥119안전센터,일직지역대,1
경북,안동소방서,용상119안전센터,길안지역대,1
경북,안동소방서,옥동119안전센터,북후지역대,1
경북,안동소방서,옥동119안전센터,서후지역대,1
경북,영주소방서,풍기119안전센터,순흥지역대,1
경북,영주소방서,풍기119안전센터,부석지역대,1
경북,영천소방서,동부119안전센터,화남지역대,1
경북,영천소방서,남부119안전센터,북안지역대,1
경북,영천소방서,신녕119안전센터,청통지역대,1
경북,상주소방서,함창119안전센터,은척지역대,1
경북,상주소방서,화서119안전센터,모서지역대,1
경북,상주소방서,화서119안전센터,화북지역대,1
경북,문경소방서,산북119안전센터,동로지역대,1
경북,의성소방서,봉양119안전센터,금성지역대,1
경북,의성소방서,의성119안전센터,점곡지역대,1
경북,의성소방서,안계119안전센터,다인지역대,1
경북,청송소방서,청송119안전센터,현서지역대,1
경북,청송소방서,청송119안전센터,안덕지역대,1
경북,청송소방서,청송119안전센터,주왕산지역대,1
경북,영양소방서,영양119안전센터,수비지역대,1
경북,영덕소방서,영덕119안전센터,지품지역대,1
경북,청도소방서,청도119안전센터,화양지역대,1
경북,고령소방서,대가야119안전센터,개진지역대,1
경북,고령소방서,다산119안전센터,성산지역대,1
경북,성주소방서,성주119안전센터,초전지역대,1
경북,칠곡소방서,북삼119안전센터,약목지역대,1
경북,예천소방서,지보119안전센터,풍양지역대,1
경북,예천소방서,지보119안전센터,용궁지역대,1
경북,봉화소방서,춘양119안전센터,석포지역대,1
경북,봉화소방서,명호119안전센터,재산지역대,1
경북,울진소방서,후포119안전센터,기성지역대,1
경남,진주소방서,평거119안전센터,수곡지역대,1
경남,진주소방서,문산119안전센터,반성지역대,1
경남,사천소방서,곤양119안전센터,서포지역대,1
경남,거제소방서,연초119안전센터,하청지역대,1
경남,양산소방서,범어119안전센터,원동지역대,1
경남,함안소방서,가야119안전센터,대산지역대,1
경남,함안소방서,군북119안전센터,법수지역대,1
경남,창녕소방서,창녕119안전센터,대합지역대,1
경남,고성소방서,고성119안전센터,하일지역대,1
경남,고성소방서,회화119안전센터,영오지역대,1
경남,남해소방서,남해119안전센터,남면지역대,1
경남,하동소방서,하동119안전센터,횡천지역대,1
경남,하동소방서,진교119안전센터,옥종지역대,1
경남,산청소방서,산청119안전센터,금서지역대,1
경남,산청소방서,단성119안전센터,신등지역대,1
경남,함양소방서,함양119안전센터,백전지역대,1
경남,함양소방서,안의119안전센터,서상지역대,1
경남,거창소방서,대평119안전센터,신원지역대,1
경남,거창소방서,대평119안전센터,웅양지역대,1
경남,합천소방서,합천119안전센터,대병지역대,1
경남,합천소방서,초계119안전센터,덕곡지역대,1
제주,제주소방서,항만119안전센터,추자지역대,1
제주,동부소방서,구좌119안전센터,우도지역대,1
제주,동부소방서,구좌119안전센터,김녕지역대,1
제주,동부소방서,표선119안전센터,성읍지역대,1
창원,의창소방서,북면119안전센터,신촌지역대,1
